Unnamed: 0,PAC,FOOD,NEP,BIO,FOODVALUEC,FOODVALUED,TREEVALUEC,TREEVALUED
269,140881,911.325,285.56667,32,0.37965,195,47.51144718,234.45
248,140703,911.325,276.03015,28,0.37965,195,47.51144718,234.45
303,141121,911.325,304.58116,29,0.37965,195,47.51144718,234.45
262,140824,911.325,247.79291,28,0.37965,195,47.51144718,234.45
263,140825,911.325,234.46332,25,0.37965,195,47.51144718,234.45
254,140727,911.325,261.40484,26,0.37965,195,47.51144718,234.45
286,141021,911.325,272.62013,25,0.37965,195,47.51144718,234.45
270,140882,911.325,281.4317,30,0.37965,195,47.51144718,234.45
300,141081,911.325,299.27884,27,0.37965,195,47.51144718,234.45
288,141023,911.325,276.15236,25,0.37965,195,47.51144718,234.45
253,140725,911.325,284.33167,27,0.37965,195,47.51144718,234.45
209,140213,911.325,172.94912,29,0.37965,195,47.51144718,234.45
315,150102,864.24,246.33467,71,0.693645,477.5,12.40353084,489.45
316,150103,864.24,228.84782,71,0.693645,477.5,12.40353084,489.45
317,150104,864.24,183.18445,71,0.693645,477.5,12.40353084,489.45
318,150105,864.24,194.79247,71,0.693645,477.5,12.40353084,489.45
319,150121,864.24,217.52387,49,0.693645,477.5,12.40353084,489.45
320,150122,864.24,147.40452,53,0.693645,477.5,12.40353084,489.45
321,150123,864.24,187.05263,46,0.693645,477.5,12.40353084,489.45
322,150124,864.24,174.4997,46,0.693645,477.5,12.40353084,489.45
323,150125,864.24,196.96194,47,0.693645,477.5,12.40353084,489.45
324,150202,864.24,113.88963,64,0.693645,477.5,12.40353084,489.45
325,150203,864.24,122.70845,64,0.693645,477.5,12.40353084,489.45
326,150204,864.24,122.70845,64,0.693645,477.5,12.40353084,489.45
327,150205,864.24,122.70845,64,0.693645,477.5,12.40353084,489.45
329,150207,864.24,146.10123,64,0.693645,477.5,12.40353084,489.45
330,150221,864.24,176.02646,45,0.693645,477.5,12.40353084,489.45
331,150222,864.24,141.18515,45,0.693645,477.5,12.40353084,489.45
332,150223,864.24,120.45876,53,0.693645,477.5,12.40353084,489.45
334,150303,864.24,120.45876,45,0.693645,477.5,12.40353084,489.45
335,150304,864.24,120.45876,54,0.693645,477.5,12.40353084,489.45
336,150402,864.24,163.793,80,0.693645,477.5,12.40353084,489.45
337,150403,864.24,167.73387,80,0.693645,477.5,12.40353084,489.45
338,150404,864.24,236.74836,80,0.693645,477.5,12.40353084,489.45
339,150421,864.24,238.56417,46,0.693645,477.5,12.40353084,489.45
340,150422,864.24,242.02624,47,0.693645,477.5,12.40353084,489.45
341,150423,864.24,223.55814,58,0.693645,477.5,12.40353084,489.45
342,150424,864.24,235.25326,46,0.693645,477.5,12.40353084,489.45
343,150425,864.24,246.24691,66,0.693645,477.5,12.40353084,489.45
344,150426,864.24,164.96122,46,0.693645,477.5,12.40353084,489.45
345,150428,864.24,282.22991,46,0.693645,477.5,12.40353084,489.45
346,150429,864.24,297.60122,47,0.693645,477.5,12.40353084,489.45
347,150430,864.24,170.62338,45,0.693645,477.5,12.40353084,489.45
348,150502,864.24,160.72425,51,0.693645,477.5,12.40353084,489.45
349,150521,864.24,159.53171,47,0.693645,477.5,12.40353084,489.45
350,150522,864.24,172.18922,46,0.693645,477.5,12.40353084,489.45
351,150523,864.24,147.74503,46,0.693645,477.5,12.40353084,489.45
352,150524,864.24,156.11096,46,0.693645,477.5,12.40353084,489.45
353,150525,864.24,159.89491,46,0.693645,477.5,12.40353084,489.45
354,150526,864.24,233.50565,46,0.693645,477.5,12.40353084,489.45
355,150581,864.24,205.30508,48,0.693645,477.5,12.40353084,489.45
356,150602,864.24,115.30166,58,0.693645,477.5,12.40353084,489.45
357,150603,864.24,129.26145,57,0.693645,477.5,12.40353084,489.45
358,150621,864.24,124.80866,48,0.693645,477.5,12.40353084,489.45
359,150622,864.24,129.91627,51,0.693645,477.5,12.40353084,489.45
360,150623,864.24,101.15282,54,0.693645,477.5,12.40353084,489.45
361,150624,864.24,101.15282,45,0.693645,477.5,12.40353084,489.45
362,150625,864.24,101.15282,52,0.693645,477.5,12.40353084,489.45
363,150626,864.24,133.24519,54,0.693645,477.5,12.40353084,489.45
364,150627,864.24,141.67096,57,0.693645,477.5,12.40353084,489.45
365,150702,864.24,183.67555,61,0.693645,477.5,12.40353084,489.45
366,150703,864.24,183.67555,50,0.693645,477.5,12.40353084,489.45
367,150721,864.24,295.22924,46,0.693645,477.5,12.40353084,489.45
368,150722,864.24,276.01167,46,0.693645,477.5,12.40353084,489.45
369,150723,864.24,298.25774,53,0.693645,477.5,12.40353084,489.45
370,150724,864.24,309.05804,50,0.693645,477.5,12.40353084,489.45
371,150725,864.24,259.4183,48,0.693645,477.5,12.40353084,489.45
372,150726,864.24,297.83479,46,0.693645,477.5,12.40353084,489.45
373,150727,864.24,297.83479,63,0.693645,477.5,12.40353084,489.45
374,150781,864.24,297.83479,50,0.693645,477.5,12.40353084,489.45
375,150782,864.24,302.1523,66,0.693645,477.5,12.40353084,489.45
376,150783,864.24,294.97042,62,0.693645,477.5,12.40353084,489.45
377,150784,864.24,289.96587,53,0.693645,477.5,12.40353084,489.45
378,150785,864.24,283.57813,53,0.693645,477.5,12.40353084,489.45
379,150802,864.24,283.57813,48,0.693645,477.5,12.40353084,489.45
380,150821,864.24,283.57813,47,0.693645,477.5,12.40353084,489.45
381,150822,864.24,283.57813,47,0.693645,477.5,12.40353084,489.45
382,150823,864.24,124.8998,45,0.693645,477.5,12.40353084,489.45
383,150824,864.24,124.8998,54,0.693645,477.5,12.40353084,489.45
384,150825,864.24,124.8998,45,0.693645,477.5,12.40353084,489.45
385,150826,864.24,108.20623,49,0.693645,477.5,12.40353084,489.45
386,150902,864.24,179.31395,45,0.693645,477.5,12.40353084,489.45
387,150921,864.24,234.25585,46,0.693645,477.5,12.40353084,489.45
388,150922,864.24,147.89685,45,0.693645,477.5,12.40353084,489.45
389,150923,864.24,162.2512,48,0.693645,477.5,12.40353084,489.45
390,150924,864.24,205.41557,45,0.693645,477.5,12.40353084,489.45
391,150925,864.24,219.59484,46,0.693645,477.5,12.40353084,489.45
392,150926,864.24,198.08508,45,0.693645,477.5,12.40353084,489.45
393,150927,864.24,164.23488,45,0.693645,477.5,12.40353084,489.45
394,150928,864.24,142.65101,45,0.693645,477.5,12.40353084,489.45
395,150929,864.24,144.89704,48,0.693645,477.5,12.40353084,489.45
396,150981,864.24,207.51591,46,0.693645,477.5,12.40353084,489.45
397,152201,864.24,215.23478,47,0.693645,477.5,12.40353084,489.45
398,152202,864.24,304.67756,47,0.693645,477.5,12.40353084,489.45
399,152221,864.24,261.80879,47,0.693645,477.5,12.40353084,489.45
400,152222,864.24,232.08864,55,0.693645,477.5,12.40353084,489.45
401,152223,864.24,279.28254,51,0.693645,477.5,12.40353084,489.45
402,152224,864.24,238.11731,47,0.693645,477.5,12.40353084,489.45
403,152501,864.24,238.11731,46,0.693645,477.5,12.40353084,489.45
404,152502,864.24,217.69654,53,0.693645,477.5,12.40353084,489.45
405,152522,864.24,217.69654,48,0.693645,477.5,12.40353084,489.45
406,152523,864.24,217.69654,52,0.693645,477.5,12.40353084,489.45
407,152524,864.24,217.69654,46,0.693645,477.5,12.40353084,489.45
408,152525,864.24,259.34058,49,0.693645,477.5,12.40353084,489.45
409,152526,864.24,235.80171,53,0.693645,477.5,12.40353084,489.45
410,152527,864.24,200.40314,47,0.693645,477.5,12.40353084,489.45
411,152528,864.24,110.18945,47,0.693645,477.5,12.40353084,489.45
412,152529,864.24,132.64079,47,0.693645,477.5,12.40353084,489.45
413,152530,864.24,184.44749,47,0.693645,477.5,12.40353084,489.45
414,152531,864.24,219.74187,48,0.693645,477.5,12.40353084,489.45
415,152921,864.24,134.7503,47,0.693645,477.5,12.40353084,489.45
416,152922,864.24,134.7503,73,0.693645,477.5,12.40353084,489.45
417,152923,864.24,134.7503,65,0.693645,477.5,12.40353084,489.45
520,220102,830.25,268.79933,62,0.241095,467.5,71.29116912,474.45
521,220103,830.25,221.75112,46,0.241095,467.5,71.29116912,474.45
522,220104,830.25,205.94782,62,0.241095,467.5,71.29116912,474.45
523,220105,830.25,264.87699,46,0.241095,467.5,71.29116912,474.45
524,220106,830.25,228.54001,62,0.241095,467.5,71.29116912,474.45
525,220112,830.25,247.61817,46,0.241095,467.5,71.29116912,474.45
526,220113,830.25,267.37052,47,0.241095,467.5,71.29116912,474.45
527,220122,830.25,205.6712,47,0.241095,467.5,71.29116912,474.45
528,220182,830.25,246.35157,46,0.241095,467.5,71.29116912,474.45
529,220183,830.25,206.65461,46,0.241095,467.5,71.29116912,474.45
530,220184,830.25,215.69322,50,0.241095,467.5,71.29116912,474.45
531,220202,830.25,263.5516,46,0.241095,467.5,71.29116912,474.45
532,220203,830.25,290.94591,46,0.241095,467.5,71.29116912,474.45
533,220204,830.25,297.72805,46,0.241095,467.5,71.29116912,474.45
534,220211,830.25,353.63219,46,0.241095,467.5,71.29116912,474.45
535,220221,830.25,313.15642,46,0.241095,467.5,71.29116912,474.45
536,220281,830.25,367.07436,50,0.241095,467.5,71.29116912,474.45
537,220282,830.25,354.17005,49,0.241095,467.5,71.29116912,474.45
538,220283,830.25,353.56204,50,0.241095,467.5,71.29116912,474.45
539,220284,830.25,295.97081,46,0.241095,467.5,71.29116912,474.45
540,220302,830.25,205.77075,62,0.241095,467.5,71.29116912,474.45
541,220303,830.25,249.09266,49,0.241095,467.5,71.29116912,474.45
542,220322,830.25,213.44378,49,0.241095,467.5,71.29116912,474.45
543,220323,830.25,241.66695,46,0.241095,467.5,71.29116912,474.45
544,220382,830.25,192.5228,47,0.241095,467.5,71.29116912,474.45
545,220402,830.25,249.81721,55,0.241095,467.5,71.29116912,474.45
546,220403,830.25,344.34271,55,0.241095,467.5,71.29116912,474.45
547,220421,830.25,260.90193,48,0.241095,467.5,71.29116912,474.45
548,220422,830.25,250.13176,46,0.241095,467.5,71.29116912,474.45
549,220502,830.25,355.69702,71,0.241095,467.5,71.29116912,474.45
550,220503,830.25,350.68699,71,0.241095,467.5,71.29116912,474.45
551,220521,830.25,349.8547,54,0.241095,467.5,71.29116912,474.45
552,220523,830.25,332.85966,53,0.241095,467.5,71.29116912,474.45
553,220524,830.25,339.02866,52,0.241095,467.5,71.29116912,474.45
554,220581,830.25,268.81611,49,0.241095,467.5,71.29116912,474.45
555,220582,830.25,369.32802,50,0.241095,467.5,71.29116912,474.45
556,220602,830.25,361.21618,61,0.241095,467.5,71.29116912,474.45
557,220605,830.25,353.11723,61,0.241095,467.5,71.29116912,474.45
558,220621,830.25,344.92468,90,0.241095,467.5,71.29116912,474.45
559,220622,830.25,348.80442,52,0.241095,467.5,71.29116912,474.45
560,220623,830.25,357.58789,65,0.241095,467.5,71.29116912,474.45
561,220681,830.25,362.82607,61,0.241095,467.5,71.29116912,474.45
562,220702,830.25,221.54448,46,0.241095,467.5,71.29116912,474.45
563,220721,830.25,205.58861,50,0.241095,467.5,71.29116912,474.45
564,220722,830.25,174.58563,48,0.241095,467.5,71.29116912,474.45
565,220723,830.25,184.75333,47,0.241095,467.5,71.29116912,474.45
566,220781,830.25,213.24071,46,0.241095,467.5,71.29116912,474.45
567,220802,830.25,179.20993,47,0.241095,467.5,71.29116912,474.45
568,220821,830.25,184.05268,47,0.241095,467.5,71.29116912,474.45
569,220822,830.25,155.78515,60,0.241095,467.5,71.29116912,474.45
570,220881,830.25,175.83976,47,0.241095,467.5,71.29116912,474.45
571,220882,830.25,186.91514,50,0.241095,467.5,71.29116912,474.45
572,222401,830.25,382.45515,50,0.241095,467.5,71.29116912,474.45
573,222402,830.25,412.09943,52,0.241095,467.5,71.29116912,474.45
574,222403,830.25,363.52623,66,0.241095,467.5,71.29116912,474.45
575,222404,830.25,443.26105,64,0.241095,467.5,71.29116912,474.45
576,222405,830.25,367.71987,50,0.241095,467.5,71.29116912,474.45
577,222406,830.25,351.63325,58,0.241095,467.5,71.29116912,474.45
578,222424,830.25,399.0483,64,0.241095,467.5,71.29116912,474.45
579,222426,830.25,358.21567,101,0.241095,467.5,71.29116912,474.45
1589,430103,756.705,289.54502,52,0.3237,180,157.7125023,238.95
1590,430104,756.705,360.35502,42,0.3237,180,157.7125023,238.95
1591,430105,756.705,317.11225,51,0.3237,180,157.7125023,238.95
1592,430111,756.705,386.9413,51,0.3237,180,157.7125023,238.95
1593,430112,756.705,349.56071,42,0.3237,180,157.7125023,238.95
1594,430121,756.705,379.00891,51,0.3237,180,157.7125023,238.95
1595,430181,756.705,378.09115,53,0.3237,180,157.7125023,238.95
1596,430182,756.705,368.54118,47,0.3237,180,157.7125023,238.95
1597,430202,756.705,385.55112,42,0.3237,180,157.7125023,238.95
1598,430203,756.705,375.97455,42,0.3237,180,157.7125023,238.95
1599,430204,756.705,389.16013,42,0.3237,180,157.7125023,238.95
1600,430211,756.705,386.05578,42,0.3237,180,157.7125023,238.95
1601,430212,756.705,384.2712,42,0.3237,180,157.7125023,238.95
1602,430223,756.705,379.63633,44,0.3237,180,157.7125023,238.95
1603,430224,756.705,388.22365,42,0.3237,180,157.7125023,238.95
1604,430225,756.705,448.74078,60,0.3237,180,157.7125023,238.95
1605,430281,756.705,386.36498,42,0.3237,180,157.7125023,238.95
1606,430302,756.705,340.05847,43,0.3237,180,157.7125023,238.95
1607,430304,756.705,374.04436,42,0.3237,180,157.7125023,238.95
1608,430321,756.705,389.75742,43,0.3237,180,157.7125023,238.95
1609,430381,756.705,381.43117,42,0.3237,180,157.7125023,238.95
1610,430382,756.705,363.5844,42,0.3237,180,157.7125023,238.95
1611,430405,756.705,327.5506,49,0.3237,180,157.7125023,238.95
1613,430407,756.705,283.37374,49,0.3237,180,157.7125023,238.95
1614,430408,756.705,316.64246,49,0.3237,180,157.7125023,238.95
1615,430412,756.705,324.3763,49,0.3237,180,157.7125023,238.95
1616,430421,756.705,379.25702,49,0.3237,180,157.7125023,238.95
1617,430422,756.705,369.933,45,0.3237,180,157.7125023,238.95
1618,430423,756.705,371.05296,58,0.3237,180,157.7125023,238.95
1619,430424,756.705,390.54822,44,0.3237,180,157.7125023,238.95
1620,430426,756.705,382.75716,43,0.3237,180,157.7125023,238.95
1621,430481,756.705,404.80716,48,0.3237,180,157.7125023,238.95
1622,430482,756.705,335.74486,44,0.3237,180,157.7125023,238.95
1623,430502,756.705,367.13369,47,0.3237,180,157.7125023,238.95
1624,430503,756.705,370.23352,47,0.3237,180,157.7125023,238.95
1625,430511,756.705,373.76445,47,0.3237,180,157.7125023,238.95
1626,430522,756.705,396.11793,42,0.3237,180,157.7125023,238.95
1627,430523,756.705,391.79149,47,0.3237,180,157.7125023,238.95
1628,430524,756.705,403.35115,47,0.3237,180,157.7125023,238.95
1629,430525,756.705,400.14685,56,0.3237,180,157.7125023,238.95
1630,430527,756.705,413.74127,68,0.3237,180,157.7125023,238.95
1631,430528,756.705,412.59144,97,0.3237,180,157.7125023,238.95
1632,430529,756.705,428.17911,72,0.3237,180,157.7125023,238.95
1633,430581,756.705,433.92313,51,0.3237,180,157.7125023,238.95
1634,430582,756.705,368.36384,42,0.3237,180,157.7125023,238.95
1635,430602,756.705,354.81833,47,0.3237,180,157.7125023,238.95
1636,430603,756.705,351.22246,77,0.3237,180,157.7125023,238.95
1637,430611,756.705,334.27333,47,0.3237,180,157.7125023,238.95
1638,430621,756.705,375.78412,47,0.3237,180,157.7125023,238.95
1639,430623,756.705,299.89626,45,0.3237,180,157.7125023,238.95
1640,430624,756.705,342.40435,44,0.3237,180,157.7125023,238.95
1641,430626,756.705,383.34737,47,0.3237,180,157.7125023,238.95
1642,430681,756.705,357.04211,42,0.3237,180,157.7125023,238.95
1643,430682,756.705,360.6433,43,0.3237,180,157.7125023,238.95
1644,430702,756.705,280.59387,46,0.3237,180,157.7125023,238.95
1645,430703,756.705,326.31919,46,0.3237,180,157.7125023,238.95
1646,430721,756.705,281.29524,42,0.3237,180,157.7125023,238.95
1647,430722,756.705,316.56104,45,0.3237,180,157.7125023,238.95
1648,430723,756.705,390.61054,45,0.3237,180,157.7125023,238.95
1649,430724,756.705,321.51836,42,0.3237,180,157.7125023,238.95
1650,430725,756.705,334.47418,57,0.3237,180,157.7125023,238.95
1651,430726,756.705,401.47195,84,0.3237,180,157.7125023,238.95
1652,430781,756.705,294.92976,42,0.3237,180,157.7125023,238.95
1653,430802,756.705,661.13424,49,0.3237,180,157.7125023,238.95
1654,430811,756.705,359.82868,49,0.3237,180,157.7125023,238.95
1655,430821,756.705,373.85332,56,0.3237,180,157.7125023,238.95
1656,430822,756.705,389.31093,91,0.3237,180,157.7125023,238.95
1657,430902,756.705,351.76974,42,0.3237,180,157.7125023,238.95
1658,430903,756.705,338.40219,42,0.3237,180,157.7125023,238.95
1659,430921,756.705,338.40219,64,0.3237,180,157.7125023,238.95
1660,430922,756.705,330.34403,44,0.3237,180,157.7125023,238.95
1661,430923,756.705,350.84693,51,0.3237,180,157.7125023,238.95
1662,430981,756.705,310.00025,50,0.3237,180,157.7125023,238.95
1663,431002,756.705,437.31755,44,0.3237,180,157.7125023,238.95
1664,431003,756.705,415.20521,44,0.3237,180,157.7125023,238.95
1665,431021,756.705,427.93877,45,0.3237,180,157.7125023,238.95
1666,431022,756.705,499.47806,125,0.3237,180,157.7125023,238.95
1667,431023,756.705,411.97014,43,0.3237,180,157.7125023,238.95
1668,431024,756.705,428.95425,43,0.3237,180,157.7125023,238.95
1669,431025,756.705,467.76284,45,0.3237,180,157.7125023,238.95
1670,431026,756.705,514.80993,46,0.3237,180,157.7125023,238.95
1671,431027,756.705,540.50102,67,0.3237,180,157.7125023,238.95
1672,431028,756.705,406.87643,42,0.3237,180,157.7125023,238.95
1673,431081,756.705,478.98066,59,0.3237,180,157.7125023,238.95
1674,431102,756.705,370.56284,48,0.3237,180,157.7125023,238.95
1675,431103,756.705,381.76717,43,0.3237,180,157.7125023,238.95
1676,431121,756.705,334.4725,42,0.3237,180,157.7125023,238.95
1677,431122,756.705,383.09322,54,0.3237,180,157.7125023,238.95
1678,431123,756.705,368.50726,52,0.3237,180,157.7125023,238.95
1679,431124,756.705,422.15111,66,0.3237,180,157.7125023,238.95
1680,431125,756.705,471.02097,84,0.3237,180,157.7125023,238.95
1681,431126,756.705,391.05863,49,0.3237,180,157.7125023,238.95
1682,431127,756.705,434.37958,43,0.3237,180,157.7125023,238.95
1683,431128,756.705,384.39194,42,0.3237,180,157.7125023,238.95
1684,431129,756.705,480.78784,65,0.3237,180,157.7125023,238.95
1685,431202,756.705,400.28471,43,0.3237,180,157.7125023,238.95
1686,431221,756.705,394.55169,43,0.3237,180,157.7125023,238.95
1687,431222,756.705,356.00076,58,0.3237,180,157.7125023,238.95
1688,431223,756.705,396.07777,43,0.3237,180,157.7125023,238.95
1689,431224,756.705,393.92258,43,0.3237,180,157.7125023,238.95
1690,431225,756.705,385.04718,49,0.3237,180,157.7125023,238.95
1691,431226,756.705,436.45317,53,0.3237,180,157.7125023,238.95
1692,431227,756.705,394.88099,44,0.3237,180,157.7125023,238.95
1693,431228,756.705,411.79553,49,0.3237,180,157.7125023,238.95
1694,431229,756.705,406.30433,43,0.3237,180,157.7125023,238.95
1695,431230,756.705,421.55778,58,0.3237,180,157.7125023,238.95
1696,431281,756.705,393.29471,45,0.3237,180,157.7125023,238.95
1697,431302,756.705,364.40014,43,0.3237,180,157.7125023,238.95
1698,431321,756.705,381.03272,42,0.3237,180,157.7125023,238.95
1699,431322,756.705,389.38264,47,0.3237,180,157.7125023,238.95
1700,431381,756.705,385.24285,43,0.3237,180,157.7125023,238.95
1701,431382,756.705,392.2964,43,0.3237,180,157.7125023,238.95
1702,433101,756.705,394.83123,47,0.3237,180,157.7125023,238.95
1703,433122,756.705,412.88648,43,0.3237,180,157.7125023,238.95
1704,433123,756.705,429.01951,50,0.3237,180,157.7125023,238.95
1705,433124,756.705,412.35985,46,0.3237,180,157.7125023,238.95
1706,433125,756.705,394.51214,48,0.3237,180,157.7125023,238.95
1707,433126,756.705,368.36227,45,0.3237,180,157.7125023,238.95
1708,433127,756.705,391.8116,71,0.3237,180,157.7125023,238.95
1709,433130,756.705,395.62168,59,0.3237,180,157.7125023,238.95
2194,520111,763.305,494.15108,98,-0.25053,349.5,177.8736184,348.45
2198,520121,763.305,503.88273,59,-0.25053,349.5,177.8736184,348.45
2200,520123,763.305,492.61539,55,-0.25053,349.5,177.8736184,348.45
2201,520181,763.305,515.26087,64,-0.25053,349.5,177.8736184,348.45
2202,520201,763.305,476.03112,65,-0.25053,349.5,177.8736184,348.45
2203,520203,763.305,492.12345,53,-0.25053,349.5,177.8736184,348.45
2204,520221,763.305,515.02946,65,-0.25053,349.5,177.8736184,348.45
2205,520281,763.305,546.87506,68,-0.25053,349.5,177.8736184,348.45
2206,520302,763.305,440.86718,68,-0.25053,349.5,177.8736184,348.45
2207,520303,763.305,453.52055,68,-0.25053,349.5,177.8736184,348.45
